#{"t_start": 1746146199.3406408, "env_id": "CartPole-v1"}
r,l,t
427.331986,500,169.95934
304.864208,384,170.325817
192.725858,246,170.565271
153.250866,193,170.745346
122.733753,157,170.89092
131.897711,169,171.047813
120.064061,152,171.189569
115.737223,147,171.325052
112.70892,144,171.460438
104.179893,134,171.586368
100.471646,129,171.710284
94.488792,121,171.832933
94.466433,122,171.951806
97.714468,125,172.072926
87.040341,113,172.178424
87.96264,114,172.28339
85.86059,112,172.390084
17.520466,21,172.409486
90.872429,117,172.519873
85.004906,110,172.622146
80.48626,105,172.718913
89.103646,114,172.826872
79.988157,104,172.926207
12.521439,15,172.939762
77.27867,101,173.031101
82.33487,106,173.126686
79.080925,102,173.221444
79.837648,103,173.317152
83.287962,107,173.416645
15.723739,18,173.433235
15.294387,18,173.450194
73.31919,96,173.537948
76.250259,99,173.627376
15.608967,19,173.644598
71.113875,93,173.731025
76.391377,99,173.821667
77.002022,100,173.988076
15.592215,19,174.005016
82.493476,106,174.102075
80.852073,104,174.196075
16.426306,19,174.21295
80.196864,103,174.306177
74.652074,97,174.396888
20.919088,25,174.421576
16.708981,20,174.439885
71.613231,93,174.524267
16.885676,20,174.54301
74.26281,96,174.634558
71.406116,93,174.718962
18.652496,22,174.738868
73.345706,95,174.831572
17.412186,21,174.850991
18.840585,22,174.871742
15.056162,18,174.888254
17.215428,21,174.908282
14.477297,17,174.92529
12.623904,15,174.939051
15.128532,18,174.955393
74.065479,96,175.046992
18.523805,22,175.066888
13.357383,16,175.081757
14.982244,18,175.098162
16.743656,20,175.117043
18.172646,22,175.138111
16.248859,19,175.155552
14.24551,17,175.170892
17.981344,21,175.190783
75.090655,97,175.280511
76.269747,98,175.369752
14.392188,17,175.385579
15.376097,18,175.402398
15.333194,18,175.420127
19.034477,23,175.44107
16.744747,20,175.459302
20.280649,24,175.481742
15.264434,18,175.499329
18.66147,22,175.519102
17.023538,20,175.537019
17.154272,20,175.555651
19.405142,23,175.577714
13.322784,16,175.592684
76.513246,99,175.683849
76.148284,98,175.774975
18.696964,22,175.796495
16.26511,19,175.815075
18.545985,22,175.836262
14.542254,17,175.853604
11.050995,13,175.867531
19.147757,23,175.890228
78.372605,101,175.988579
13.762455,16,176.004784
14.92014,18,176.023985
17.140301,20,176.043294
67.853755,89,176.131301
16.002668,19,176.150106
72.516497,94,176.240457
16.903233,20,176.258941
15.886096,19,176.276306
14.990513,18,176.293736
13.238479,16,176.309976
14.465988,17,176.325612
15.936529,19,176.343117
74.04227,96,176.434762
67.152619,88,176.51619
22.520925,27,176.541314
15.264281,18,176.558021
19.402594,23,176.580367
8.654953,10,176.591318
20.72377,25,176.615665
75.781122,98,176.710798
17.091827,20,176.731171
70.828445,92,176.82359
25.28214,32,176.854797
17.54575,21,176.875653
13.527721,16,176.892045
71.399393,93,176.98353
20.214541,24,177.006832
15.226406,18,177.024514
73.729766,96,177.11762
16.411395,20,177.135857
18.674079,22,177.155833
17.477989,21,177.175118
76.731453,99,177.271348
14.892682,18,177.289018
20.187771,24,177.312524
15.261637,18,177.330754
15.99815,19,177.349458
15.665642,19,177.367934
14.945764,18,177.384671
15.868003,19,177.402255
13.194146,16,177.417563
14.626013,17,177.434448
20.620872,25,177.458198
76.76933,99,177.553858
70.58432,92,177.646189
15.508024,19,177.664664
75.728864,98,177.756338
17.135864,20,177.774806
14.946094,18,177.792405
15.004405,18,177.811672
73.224291,95,177.904301
13.549767,16,177.92002
13.290234,16,177.936613
19.353274,23,177.960493
17.612263,21,177.981104
15.276794,18,177.998691
19.505454,23,178.021936
16.77303,20,178.042529
72.167901,94,178.134339
17.75283,21,178.154656
75.444417,98,178.253053
13.238871,16,178.268811
18.469638,22,178.290684
17.165102,20,178.310211
14.520009,17,178.327536
15.445856,18,178.346898
13.317573,16,178.362765
17.775998,21,178.383391
14.074216,17,178.400856
15.892259,19,178.420807
20.221812,24,178.444243
16.941661,20,178.463806
11.864554,14,178.478751
14.835691,18,178.497906
12.458308,15,178.512782
16.859421,20,178.53228
20.37637,24,178.556446
74.036243,96,178.652763
73.271934,95,178.769936
73.028326,95,178.864066
17.134672,20,178.884891
20.412119,24,178.909909
16.956056,20,178.929855
15.311034,18,178.946779
15.450889,18,178.964011
18.597381,22,178.985181
13.47617,16,179.000071
15.87004,19,179.017448
20.92842,25,179.041189
15.097291,18,179.059051
13.669617,16,179.073601
75.015908,97,179.161637
16.888724,20,179.181132
17.031017,20,179.201061
76.818101,99,179.292429
74.093485,96,179.380445
17.092346,20,179.39978
13.426687,16,179.416453
14.979298,18,179.433422
17.126537,20,179.452169
18.718042,22,179.473469
13.561237,16,179.490078
17.438369,21,179.50965
76.568886,99,179.605822
18.699612,22,179.628095
15.603512,18,179.647058
13.840329,16,179.66315
16.28364,19,179.681077
18.787562,22,179.702244
13.788377,16,179.718838
78.600885,101,179.812316
18.677928,22,179.832727
77.106111,99,179.931593
12.43164,15,179.946215
17.437355,21,179.966615
74.63988,96,180.059381
14.266532,17,180.077469
15.401537,18,180.099769
17.125114,20,180.119059
14.55897,17,180.135326
17.806014,21,180.156565
13.581648,16,180.173729
13.253672,16,180.189728
16.790914,20,180.209708
14.842336,17,180.226936
12.524115,15,180.242588
16.892908,20,180.262201
72.642606,94,180.353321
16.784467,20,180.373684
15.400762,18,180.392618
13.501158,16,180.408307
19.423689,23,180.431583
72.489284,94,180.5248
73.743775,95,180.6161
76.069407,98,180.710151
15.239059,18,180.727615
12.442971,15,180.743409
19.457095,23,180.767239
17.664427,21,180.787953
16.767568,20,180.807467
76.257509,98,180.905717
73.399869,95,180.999475
12.657188,15,181.014889
12.56951,15,181.028843
13.458908,16,181.044511
19.252462,23,181.067398
17.06314,20,181.085725
20.979203,25,181.10908
70.774689,92,181.196826
13.454308,16,181.211864
13.426112,16,181.226471
15.400963,18,181.243119
13.250089,16,181.259101
16.985605,20,181.280236
10.630108,12,181.291743
74.403617,96,181.38448
13.133659,15,181.400046
18.697888,23,181.423608
75.405952,97,181.51674
15.361222,18,181.533671
76.035177,98,181.632781
14.669581,17,181.649243
16.962457,20,181.668641
19.11402,23,181.691576
12.570526,15,181.70725
13.236869,16,181.724285
15.349538,18,181.742045
13.053261,15,181.756668
13.361359,16,181.773229
13.018366,15,181.789461
14.622738,17,181.806233
12.970229,15,181.820681
15.380796,18,181.839153
14.443898,17,181.857195
12.727103,15,181.872001
15.393858,18,181.889742
12.610099,15,181.905495
10.888287,13,181.919787
13.302149,16,181.935735
10.882763,13,181.948273
14.648392,17,181.965837
12.031224,14,181.980828
18.636083,23,182.003238
72.036613,93,182.09384
11.673408,14,182.108396
13.715984,16,182.125466
12.683886,15,182.140211
13.887035,16,182.156341
11.689244,14,182.170573
12.744732,15,182.186917
13.058941,15,182.201807
12.592317,15,182.217279
13.801361,16,182.233949
14.558511,17,182.251424
13.846956,16,182.267295
14.993509,18,182.285055
15.241811,18,182.303571
13.488609,16,182.320528
16.911543,20,182.340127
13.739792,16,182.35605
10.90229,13,182.369657
11.859984,14,182.384837
13.768972,16,182.400978
11.210889,13,182.413541
25.092561,31,182.445167
13.426265,16,182.461024
13.863702,16,182.47638
15.490418,18,182.494123
14.069786,17,182.511637
13.85169,16,182.528662
13.811396,16,182.544266
12.044716,14,182.557759
13.82397,16,182.574259
12.160265,14,182.589314
78.880045,101,182.687687
11.888723,14,182.701532
14.757876,17,182.718987
13.772336,16,182.736097
10.157426,12,182.747731
10.446786,12,182.759022
13.835995,16,182.775666
10.133816,12,182.788504
10.980886,13,182.801263
10.185552,12,182.813008
13.100497,15,182.829809
11.184425,13,182.842398
13.468286,16,182.858291
13.813024,16,182.87401
13.069436,15,182.889674
10.241962,12,182.902749
12.068725,14,182.916596
10.882498,13,182.929318
11.394943,13,182.944368
70.893401,92,183.034188
76.306862,98,183.129124
11.870876,14,183.142446
11.620607,14,183.156631
11.36413,13,183.169028
12.232568,14,183.18439
12.242932,14,183.198314
12.19492,14,183.214066
75.563168,97,183.307416
10.473727,12,183.319093
11.471656,13,183.331879
11.143421,13,183.346096
9.77997,11,183.35805
8.875812,10,183.368949
10.127437,12,183.380095
9.52001,11,183.391974
8.935655,10,183.40122
10.393343,12,183.412943
12.205482,14,183.427092
12.221076,14,183.441642
10.650501,12,183.45469
12.240281,14,183.468422
9.687529,11,183.479281
10.185053,12,183.492754
10.109958,12,183.504778
8.640952,10,183.51452
10.240142,12,183.526581
11.034565,13,183.539976
72.742836,94,183.632876
9.724266,11,183.643502
74.46693,96,183.747904
9.49328,11,183.759451
10.637651,12,183.771225
8.647141,10,183.782416
9.816202,11,183.793128
9.826327,11,183.804322
10.110402,12,183.817085
9.008738,10,183.826617
10.318444,12,183.838136
8.64015,10,183.848731
11.253092,13,183.861645
9.944318,11,183.873661
10.758662,12,183.885726
7.859675,9,183.895315
9.749024,11,183.90729
8.826704,10,183.917293
7.922267,9,183.926223
8.958063,10,183.936792
7.84826,9,183.9456
10.729998,12,183.958449
9.803835,11,183.969491
9.899933,11,183.980889
9.869225,11,183.992826
7.958315,9,184.00185
10.747241,12,184.013605
9.047714,10,184.024291
9.694702,11,184.035238
8.642691,10,184.046336
10.730274,12,184.058055
8.575656,10,184.068542
10.468894,12,184.081873
9.944216,11,184.092759
8.005843,9,184.101555
9.903577,11,184.112813
9.776459,11,184.123466
9.83176,11,184.135394
9.932071,11,184.146132
9.0588,10,184.156501
8.818792,10,184.167382
9.07388,10,184.177133
9.87429,11,184.187766
9.875498,11,184.200543
9.843838,11,184.21155
9.043693,10,184.22127
9.152731,10,184.232933
8.890569,10,184.243715
7.983961,9,184.25292
9.829783,11,184.264642
9.792505,11,184.275115
8.083774,9,184.284492
8.952981,10,184.295242
7.893135,9,184.304293
8.069351,9,184.313261
9.924726,11,184.325972
8.871309,10,184.335969
7.9405,9,184.344908
8.112642,9,184.353785
9.804425,11,184.365546
7.085002,8,184.373313
8.12899,9,184.383597
7.014814,8,184.391539
7.012502,8,184.399984
8.814221,10,184.409841
9.010217,10,184.420777
8.080296,9,184.429689
8.837887,10,184.439981
9.015435,10,184.451389
9.909577,11,184.462147
9.929306,11,184.471982
9.890916,11,184.482417
9.93902,11,184.493362
8.830742,10,184.503744
8.938979,10,184.513167
7.03183,8,184.521539
9.951695,11,184.533884
8.954355,10,184.543149
9.888251,11,184.553369
9.06422,10,184.564695
8.984023,10,184.574053
8.916468,10,184.583722
9.05578,10,184.592959
8.130023,9,184.601899
6.993777,8,184.609595
8.099915,9,184.617906
7.973863,9,184.627569
9.033079,10,184.637651
8.934021,10,184.646975
7.811945,9,184.657023
8.983986,10,184.666381
8.119339,9,184.675256
7.872491,9,184.685375
7.819045,9,184.693574
8.036075,9,184.702114
8.039926,9,184.711234
9.028845,10,184.722194
7.053654,8,184.729776
8.156487,9,184.738256
8.0805,9,184.748552
8.002517,9,184.756916
9.079108,10,184.766224
7.052251,8,184.773585
8.024941,9,184.78254
8.827127,10,184.79182
7.834342,9,184.801476
8.001387,9,184.810308
8.151936,9,184.819661
9.89699,11,184.83512
9.15253,10,184.845399
9.082542,10,184.855532
7.037771,8,184.865613
7.074635,8,184.873691
9.884225,11,184.8845
9.923295,11,184.895333
8.124537,9,184.90498
9.145385,10,184.914675
7.039469,8,184.923391
9.084134,10,184.933495
7.108409,8,184.941823
9.154548,10,184.951647
8.932353,10,184.963072
8.151713,9,184.972032
8.997004,10,184.9829
7.831022,9,184.992859
9.029066,10,185.00278
9.075006,10,185.012435
8.995258,10,185.024128
9.010917,10,185.034298
7.859993,9,185.043093
9.899902,11,185.053939
7.948215,9,185.063693
9.102235,10,185.073372
9.107012,10,185.084643
9.049053,10,185.094714
9.077448,10,185.105224
9.907448,11,185.117354
8.241284,9,185.126063
9.104116,10,185.136057
7.999011,9,185.147193
8.100249,9,185.156098
7.094129,8,185.163982
8.125484,9,185.172688
8.010444,9,185.182375
6.974089,8,185.190308
9.897222,11,185.202877
8.981841,10,185.2126
7.881592,9,185.222324
9.123837,10,185.233609
9.130012,10,185.243521
8.054416,9,185.252648
9.085931,10,185.26458
9.044165,10,185.274478
9.050292,10,185.284427
9.117252,10,185.294271
10.037311,11,185.305592
8.991287,10,185.315393
7.964957,9,185.325682
7.922309,9,185.335059
7.98261,9,185.344637
9.094958,10,185.355855
7.842198,9,185.36499
8.173963,9,185.373632
9.057462,10,185.385593
7.973319,9,185.394664
9.12963,10,185.404575
9.139942,10,185.414406
7.053163,8,185.422897
9.153841,10,185.432796
9.136348,10,185.443515
9.863604,11,185.45448
8.00117,9,185.464129
9.10482,10,185.475008
9.027425,10,185.484932
7.929614,9,185.493733
9.133732,10,185.505698
8.103582,9,185.5149
8.111812,9,185.523763
9.022672,10,185.534029
8.014499,9,185.543701
7.912015,9,185.552649
9.017795,10,185.563616
9.009774,10,185.573739
9.141085,10,185.584513
8.992894,10,185.595736
9.143925,10,185.605329
9.151829,10,185.614373
7.976242,9,185.623991
8.199434,9,185.632421
8.045949,9,185.640739
8.18293,9,185.649747
9.665425,11,185.661591
7.973105,9,185.669861
6.992166,8,185.677214
7.13099,8,185.684528
9.029953,10,185.694314
9.156944,10,185.703474
9.150833,10,185.713752
7.859537,9,185.721975
9.051282,10,185.731505
9.061825,10,185.740841
7.087311,8,185.749593
8.066611,9,185.757968
9.144765,10,185.767694
9.118542,10,185.777947
9.128356,10,185.787253
7.955568,9,185.795493
7.894839,9,185.805424
9.104684,10,185.814688
7.100994,8,185.822063
8.07488,9,185.830251
8.184459,9,185.840178
9.017986,10,185.85013
7.819657,9,185.858962
9.048441,10,185.868721
7.833954,9,185.878156
8.945311,10,185.888002
8.994141,10,185.899419
7.987662,9,185.908383
8.063083,9,185.917958
8.041818,9,185.927961
8.083921,9,185.937014
8.190055,9,185.945907
8.00854,9,185.955327
8.24154,9,185.965655
7.061945,8,185.9734
9.027109,10,185.983258
7.042543,8,185.992925
8.196658,9,186.001988
8.993912,10,186.011628
8.204376,9,186.020383
8.97154,10,186.030491
7.955993,9,186.039275
7.934386,9,186.049119
7.858456,9,186.05792
8.100553,9,186.067455
7.956069,9,186.076312
7.846642,9,186.086381
7.035693,8,186.094264
7.08777,8,186.102556
7.127239,8,186.111812
7.969846,9,186.120811
8.135211,9,186.129715
7.981409,9,186.138987
7.119665,8,186.148216
8.000929,9,186.156969
7.947865,9,186.165821
7.797127,9,186.176435
7.909393,9,186.185398
9.091957,10,186.195199
9.000597,10,186.205086
7.021214,8,186.213326
9.103642,10,186.223038
7.092094,8,186.230745
7.100739,8,186.239825
7.912235,9,186.249262
8.974393,10,186.259309
7.92488,9,186.269636
8.002965,9,186.278563
8.024337,9,186.287861
9.017212,10,186.29909
7.904069,9,186.307947
7.999703,9,186.316778
10.958602,12,186.330085
9.13018,10,186.340159
9.131679,10,186.350038
9.151022,10,186.359844
6.991352,8,186.368264
7.061398,8,186.376178
6.974115,8,186.384145
7.881111,9,186.394322
10.857775,12,186.406551
8.171964,9,186.415315
8.17609,9,186.425375
7.795207,9,186.434419
9.947623,11,186.445504
7.970116,9,186.455636
7.933922,9,186.46441
8.970849,10,186.473983
8.104196,9,186.484677
9.89927,11,186.495516
7.831987,9,186.504108
8.991901,10,186.51373
8.914913,10,186.523861
9.961314,11,186.534512
7.032186,8,186.543667
9.891594,11,186.554284
7.934084,9,186.563663
9.001978,10,186.574761
7.829436,9,186.583835
9.09129,10,186.59373
9.880406,11,186.606273
7.936359,9,186.615248
7.907504,9,186.624143
7.882811,9,186.633049
9.046652,10,186.643234
8.884208,10,186.653152
8.919803,10,186.664303
9.080514,10,186.67401
8.955497,10,186.684321
7.844728,9,186.694448
8.960009,10,186.704533
8.078697,9,186.713505
7.984351,9,186.724176
8.132966,9,186.732966
9.030358,10,186.742667
9.067246,10,186.752365
7.025427,8,186.760585
8.938798,10,186.770668
7.861766,9,186.779521
9.171712,10,186.790658
9.10244,10,186.800877
8.957045,10,186.811678
7.979809,9,186.820795
8.954668,10,186.830456
8.98424,10,186.840605
9.060991,10,186.851753
7.922746,9,186.860535
9.122897,10,186.870364
7.053022,8,186.879928
10.864526,12,186.891635
9.159597,10,186.901402
9.022528,10,186.911262
8.041037,9,186.920587
8.029632,9,186.929496
7.883205,9,186.938241
7.971565,9,186.948436
8.980286,10,186.958719
7.043104,8,186.966639
9.020161,10,186.977634
9.043755,10,186.987707
7.986333,9,186.996969
9.095782,10,187.008039
8.071799,9,187.016764
8.04295,9,187.025615
7.825081,9,187.036216
7.012683,8,187.044093
7.97355,9,187.052886
8.013435,9,187.061702
10.903387,12,187.073793
9.035812,10,187.083586
9.889045,11,187.095419
9.024103,10,187.105366
10.108493,11,187.116675
6.997041,8,187.125836
8.971752,10,187.135797
7.903399,9,187.144236
7.741404,9,187.154831
7.797115,9,187.164263
8.024119,9,187.174014
9.935931,11,187.185656
8.8809,10,187.196671
7.964132,9,187.206264
9.753852,11,187.218987
11.714962,13,187.232557
9.024352,10,187.244795
8.895328,10,187.255436
9.038817,10,187.265995
8.048026,9,187.275548
7.817437,9,187.285639
7.835612,9,187.29555
8.067787,9,187.306431
7.97085,9,187.316143
7.788981,9,187.329459
7.873188,9,187.341985
8.960483,10,187.352819
10.834462,12,187.365482
9.091432,10,187.37643
8.694957,10,187.387216
9.812779,11,187.400301
8.665004,10,187.410997
7.91078,9,187.421061
8.992887,10,187.432808
9.775772,11,187.44433
7.926097,9,187.453859
7.954953,9,187.46517
8.962744,10,187.475725
8.136495,9,187.485306
9.046601,10,187.495845
8.938232,10,187.506985
9.920441,11,187.518629
7.908583,9,187.529313
7.864513,9,187.53894
8.706258,10,187.549905
7.835684,9,187.560622
8.592672,10,187.571151
9.060047,10,187.581721
9.762904,11,187.594823
7.884687,9,187.604559
9.052687,10,187.615237
7.941824,9,187.62546
9.070125,10,187.636624
8.703603,10,187.647452
9.94651,11,187.660024
7.960031,9,187.669534
9.818499,11,187.681514
8.743067,10,187.693424
9.950552,11,187.704843
9.928922,11,187.716417
9.874772,11,187.728311
9.834835,11,187.739901
9.062152,10,187.751675
9.951625,11,187.76301
9.105989,10,187.773828
8.909887,10,187.785909
9.02536,10,187.796487
7.945307,9,187.80602
9.031646,10,187.81709
7.932672,9,187.826812
8.798069,10,187.838589
9.826188,11,187.850661
9.923592,11,187.862045
9.7802,11,187.873916
9.855101,11,187.884814
7.877397,9,187.893607
8.861813,10,187.903861
10.656693,12,187.91574
9.726302,11,187.927937
9.902758,11,187.93877
7.787643,9,187.948206
8.930422,10,187.959344
8.850656,10,187.969316
8.777251,10,187.979043
7.999618,9,187.989743
9.056961,10,187.999728
7.905517,9,188.008605
8.777172,10,188.018461
9.745639,11,188.029724
8.758376,10,188.03929
8.818163,10,188.050503
8.895942,10,188.060307
7.70045,9,188.069595
9.75552,11,188.081399
9.481151,11,188.092165
9.805092,11,188.103013
9.661229,11,188.115487
10.590133,12,188.127091
10.647871,12,188.13868
7.929945,9,188.147508
8.812672,10,188.158135
7.939422,9,188.166649
8.776937,10,188.177325
8.81806,10,188.186907
9.863817,11,188.19759
9.815922,11,188.20921
9.728898,11,188.219469
8.891427,10,188.22872
9.82765,11,188.240441
10.679468,12,188.251961
8.889757,10,188.261322
9.84674,11,188.271668
9.584533,11,188.282444
7.753146,9,188.290772
8.811753,10,188.301356
7.816966,9,188.309919
9.809508,11,188.320697
9.74104,11,188.33256
9.833491,11,188.343029
8.809974,10,188.352641
10.660502,12,188.365737
8.922366,10,188.375095
8.865526,10,188.384821
7.819799,9,188.393291
10.694532,12,188.405221
8.707754,10,188.414506
9.686126,11,188.425989
8.908004,10,188.435323
8.695004,10,188.445192
8.641247,10,188.455811
9.838271,11,188.466357
8.780918,10,188.475574
9.746509,11,188.487655
8.726028,10,188.497093
9.688032,11,188.507522
9.841634,11,188.517777
9.678463,11,188.528151
7.84316,9,188.53655
8.892542,10,188.546865
7.852745,9,188.55549
8.636479,10,188.565407
8.593808,10,188.574894
7.825563,9,188.58467
9.853613,11,188.595093
10.702211,12,188.608085
8.608945,10,188.618139
8.554453,10,188.627847
9.556249,11,188.638564
8.812209,10,188.648763
10.633433,12,188.66028
8.874716,10,188.671208
9.866602,11,188.681987
8.591139,10,188.692466
9.758288,11,188.704808
9.628968,11,188.715437
10.567849,12,188.727073
8.770899,10,188.737257
8.617724,10,188.74697
9.735068,11,188.759015
11.500309,13,188.771776
11.348956,13,188.786412
9.786193,11,188.797247
10.630397,12,188.808964
8.651448,10,188.818821
11.503544,13,188.832102
9.487366,11,188.844021
8.484325,10,188.862522
8.685068,10,188.873414
9.723273,11,188.884981
9.571541,11,188.895815
9.569225,11,188.908054
10.636793,12,188.919716
8.614985,10,188.93134
11.410997,13,188.944111
8.688553,10,188.953873
9.750537,11,188.964625
11.441556,13,188.977928
8.633586,10,188.987764
9.781916,11,188.999558
9.727043,11,189.010382
9.547785,11,189.021739
10.615002,12,189.034826
9.753108,11,189.045623
9.805098,11,189.056276
8.625998,10,189.066516
10.576989,12,189.078306
9.431202,11,189.090574
9.509794,11,189.101583
10.680651,12,189.113805
11.498829,13,189.127696
10.454032,12,189.139245
8.591187,10,189.148961
10.636151,12,189.161439
11.360128,13,189.174362
8.655581,10,189.185741
10.34835,12,189.197453
9.608002,11,189.210062
10.571032,12,189.22201
10.661742,12,189.233366
11.388443,13,189.246176
10.475698,12,189.258275
10.678141,12,189.270232
8.561839,10,189.281195
10.607217,12,189.293084
9.751252,11,189.305494
11.661496,13,189.318494
10.685686,12,189.330322
10.555232,12,189.342182
11.357683,13,189.355424
11.496693,13,189.368248
10.526109,12,189.381873
8.670775,10,189.391773
11.453106,13,189.406518
11.265618,13,189.419496
9.38446,11,189.430363
9.456837,11,189.441963
11.354203,13,189.455192
12.230563,14,189.470567
10.499495,12,189.48235
11.364725,13,189.495096
11.535269,13,189.50988
12.205393,14,189.524808
11.290714,13,189.536751
9.412101,11,189.546752
10.380663,12,189.55954
12.25573,14,189.572743
9.525159,11,189.582915
9.598773,11,189.593373
11.391339,13,189.605681
12.290732,14,189.618714
11.309239,13,189.63258
10.69773,12,189.643898
11.365564,13,189.658036
9.368533,11,189.668256
10.532677,12,189.679334
9.353143,11,189.68977
11.225287,13,189.702111
10.55635,12,189.713147
7.963943,9,189.722886
11.276121,13,189.734699
11.412463,13,189.746871
8.625598,10,189.757363
10.463593,12,189.768666
13.17275,15,189.782411
10.523202,12,189.794027
9.512074,11,189.804194
9.447487,11,189.815568
9.420392,11,189.826458
9.833108,11,189.838333
10.544697,12,189.851475
9.230593,11,189.861724
10.491033,12,189.873383
9.565504,11,189.884325
11.31272,13,189.896481
10.21913,12,189.909882
11.463891,13,189.922436
11.432397,13,189.936943
11.087026,13,189.949881
9.583433,11,189.960771
11.321751,13,189.973433
9.573169,11,189.984688
11.11593,13,189.997548
13.014411,15,190.013497
10.482189,12,190.025485
11.305089,13,190.039704
10.425444,12,190.0513
10.515939,12,190.063107
9.577447,11,190.074731
10.158851,12,190.087212
11.218097,13,190.099953
9.307191,11,190.112198
11.33777,13,190.124928
12.219477,14,190.140489
9.445584,11,190.151476
10.418957,12,190.163281
12.203568,14,190.176802
10.188327,12,190.189197
10.419152,12,190.200996
9.321639,11,190.212907
10.330832,12,190.224755
11.304448,13,190.23932
9.450078,11,190.250119
10.165576,12,190.261958
10.358913,12,190.273814
12.93467,15,190.289014
11.430617,13,190.302585
10.042905,12,190.314431
10.159202,12,190.326171
12.092328,14,190.341847
12.291798,14,190.354815
12.277078,14,190.367758
12.265565,14,190.381168
10.544823,12,190.392952
12.217266,14,190.405802
11.18168,13,190.418952
11.323765,13,190.430787
13.020566,15,190.446702
9.357185,11,190.457205
12.067574,14,190.470306
10.200255,12,190.481493
11.364933,13,190.494314
14.782326,17,190.511301
12.245168,14,190.524426
11.136684,13,190.536363
11.431653,13,190.550158
13.055635,15,190.564031
11.306611,13,190.576095
10.318695,12,190.587268
12.273318,14,190.600729
9.594149,11,190.610991
11.174661,13,190.624209
11.464337,13,190.6363
10.151084,12,190.64927
12.130326,14,190.662282
10.288346,12,190.67326
11.316412,13,190.686258
10.475877,12,190.697971
10.352923,12,190.710392
12.077419,14,190.723288
10.392977,12,190.734374
10.537242,12,190.747236
12.960683,15,190.761273
12.891826,15,190.77493
11.180528,13,190.787049
10.186648,12,190.798827
11.308867,13,190.81106
11.394729,13,190.824143
9.244742,11,190.834176
12.225395,14,190.849039
12.261468,14,190.862489
10.415345,12,190.873636
9.538806,11,190.883843
12.66363,15,190.89855
10.207459,12,190.909802
11.069322,13,190.922987
11.080151,13,190.935233
11.94894,14,190.95033
11.125249,13,190.962603
11.239497,13,190.975525
12.953059,15,190.990552
10.14607,12,191.003199
10.36481,12,191.015029
12.159702,14,191.029958
11.210856,13,191.04278
11.290882,13,191.057385
11.004105,13,191.070184
9.263899,11,191.080732
12.979068,15,191.095604
10.104639,12,191.108089
13.011948,15,191.124019
11.281789,13,191.136699
10.975012,13,191.149298
10.169461,12,191.163364
12.97098,15,191.177186
10.171973,12,191.188605
12.976304,15,191.202389
12.212197,14,191.215788
10.029339,12,191.226872
10.115908,12,191.239388
11.180167,13,191.251411
10.235799,12,191.26423
11.385607,13,191.276478
12.021842,14,191.289742
11.937266,14,191.304135
11.056979,13,191.317354
13.215724,15,191.333207
13.158703,15,191.348005
11.401407,13,191.360965
11.125421,13,191.374249
14.834748,17,191.392049
14.668377,17,191.408948
83.508934,106,191.511955
15.333356,18,191.530273
13.739416,16,191.548245
13.754457,16,191.563928
13.504756,16,191.578928
13.772358,16,191.594618
12.808586,15,191.609909
82.467123,104,191.710916
11.109814,13,191.723561
12.916434,15,191.739075
10.985103,13,191.753453
11.74763,14,191.766723
13.015757,15,191.780919
11.560262,13,191.79344
10.96972,13,191.805578
15.451341,18,191.823937
11.041792,13,191.836103
12.8707,15,191.852874
10.072302,12,191.864663
87.330312,110,191.971432
12.140072,14,191.985364
85.514289,108,192.091157
11.017556,13,192.107845
12.608126,15,192.123536
84.688457,107,192.227542
12.509463,15,192.242886
14.267661,17,192.262077
86.076328,109,192.362227
95.492292,120,192.47096
88.987406,112,192.580653
89.066595,112,192.68854
89.647516,113,192.797664
88.848183,112,192.902186
94.789564,118,193.012698
93.767481,117,193.121104
91.114179,114,193.225851
91.946234,116,193.333454
90.141371,114,193.440734
102.604555,127,193.557392
98.053461,122,193.671148
98.707459,123,193.869251
102.916846,127,193.995808
110.980776,136,194.126666
97.379787,121,194.23435
103.381453,128,194.354448
109.151323,134,194.481465
106.354311,132,194.601296
110.542612,136,194.72561
103.72284,129,194.842679
110.988576,136,194.971804
109.138298,134,195.093556
103.118453,127,195.208409
105.936461,130,195.325876
111.970249,137,195.452557
116.790633,143,195.587111
111.133746,136,195.709947
119.003052,145,195.843607
113.370919,138,195.974094
109.35287,134,196.10359
104.59835,129,196.244749
120.698779,147,196.380782
118.287347,145,196.515441
121.543228,148,196.652813
116.077574,142,196.78658
121.897093,149,196.926198
114.411753,140,197.058967
113.26406,138,197.188486
108.944551,133,197.310318
114.421303,140,197.442192
104.693106,129,197.563765
124.029965,151,197.701203
114.639725,140,197.831017
117.340558,143,197.966263
113.379155,139,198.100326
115.908034,142,198.232965
121.042979,147,198.371046
108.305178,132,198.495942
